FirstName,LastName,Username,Email,Password,DateOfBirth,PhoneNumber,Address,City,AcademicProgram
Linh,Pham,linh.pham213,linh.pham213@student.sims.edu,,2003-01-19,555-3439,282 Hai Ba Trung,Can Tho,Computer Science
Vy,Dang,vy.dang214,vy.dang214@student.sims.edu,,2001-05-07,555-1813,833 Hai Ba Trung,Hai Phong,Physics
Bao,Huynh,bao.huynh215,bao.huynh215@student.sims.edu,,2001-02-06,555-1813,417 Nguyen Hue,Can Tho,Business
Hai,Ly,hai.ly216,hai.ly216@student.sims.edu,,2005-04-19,555-2336,420 Nguyen Hue,Hue,Information Technology
Mai,Nguyen,mai.nguyen217,mai.nguyen217@student.sims.edu,,2003-02-11,555-6578,141 Nguyen Hue,Ho Chi Minh,Electronics
Chi,Vo,chi.vo218,chi.vo218@student.sims.edu,,2004-08-05,555-4666,970 Hai Ba Trung,Ho Chi Minh,Computer Science
Bao,Tran,bao.tran219,bao.tran219@student.sims.edu,,2005-05-19,555-4169,326 Le Loi,Can Tho,Business
Mai,Vo,mai.vo220,mai.vo220@student.sims.edu,,2002-05-10,555-7695,640 Hai Ba Trung,Hue,Electronics
Giang,Bui,giang.bui221,giang.bui221@student.sims.edu,,2004-04-02,555-1792,814 Le Loi,Ho Chi Minh,Electronics
Ngoc,Ly,ngoc.ly222,ngoc.ly222@student.sims.edu,,2003-07-09,555-7401,389 Nguyen Hue,Ha Noi,Mathematics
Binh,Pham,binh.pham223,binh.pham223@student.sims.edu,,2002-08-02,555-3843,310 Hai Ba Trung,Hai Phong,Electronics
Binh,Nguyen,binh.nguyen224,binh.nguyen224@student.sims.edu,,2004-08-15,555-5269,755 Tran Phu,Da Nang,Business
Nga,Vo,nga.vo225,nga.vo225@student.sims.edu,,2005-06-07,555-8735,873 Tran Phu,Hai Phong,Electronics
Hoa,Tran,hoa.tran226,hoa.tran226@student.sims.edu,,2003-10-02,555-1135,536 Nguyen Hue,Ha Noi,Physics
Tam,Vo,tam.vo227,tam.vo227@student.sims.edu,,2003-09-26,555-2448,314 Tran Phu,Hai Phong,Information Technology
Linh,Tran,linh.tran228,linh.tran228@student.sims.edu,,2005-02-20,555-1587,282 Le Loi,Hai Phong,Business
Dung,Le,dung.le229,dung.le229@student.sims.edu,,2002-11-12,555-5812,387 Hai Ba Trung,Hue,Physics
Chi,Huynh,chi.huynh230,chi.huynh230@student.sims.edu,,2004-07-18,555-1871,242 Hai Ba Trung,Ha Noi,Physics
Son,Duong,son.duong231,son.duong231@student.sims.edu,,2004-09-09,555-2163,871 Le Loi,Da Nang,Electronics
Phong,Nguyen,phong.nguyen232,phong.nguyen232@student.sims.edu,,2002-09-27,555-1238,986 Le Loi,Hue,Information Technology
Bao,Vo,bao.vo233,bao.vo233@student.sims.edu,,2005-08-26,555-3624,735 Le Loi,Da Nang,Business
Tuan,Pham,tuan.pham234,tuan.pham234@student.sims.edu,,2005-09-02,555-6012,578 Le Loi,Can Tho,Physics
Son,Ho,son.ho235,son.ho235@student.sims.edu,,2004-09-01,555-4919,723 Tran Phu,Ha Noi,Information Technology
Hung,Hoang,hung.hoang236,hung.hoang236@student.sims.edu,,2001-12-28,555-6811,928 Le Loi,Hai Phong,Electronics
Duc,Bui,duc.bui237,duc.bui237@student.sims.edu,,2002-08-02,555-6129,543 Le Loi,Hai Phong,Computer Science
Tuan,Ly,tuan.ly238,tuan.ly238@student.sims.edu,,2003-07-03,555-8099,313 Le Loi,Da Nang,Mathematics
Vy,Le,vy.le239,vy.le239@student.sims.edu,,2003-09-26,555-4605,22 Le Loi,Can Tho,Computer Science
Quang,Duong,quang.duong240,quang.duong240@student.sims.edu,,2001-06-22,555-3192,306 Hai Ba Trung,Hue,Physics
Hoa,Huynh,hoa.huynh241,hoa.huynh241@student.sims.edu,,2001-07-18,555-3554,680 Tran Phu,Ha Noi,Physics
Nam,Ngo,nam.ngo242,nam.ngo242@student.sims.edu,,2001-09-07,555-9587,745 Le Loi,Hue,Mathematics
Son,Vo,son.vo243,son.vo243@student.sims.edu,,2001-09-14,555-1084,783 Hai Ba Trung,Nha Trang,Information Technology
Phong,Vu,phong.vu244,phong.vu244@student.sims.edu,,2001-03-20,555-4232,611 Le Loi,Ho Chi Minh,Business
Lan,Tran,lan.tran245,lan.tran245@student.sims.edu,,2004-09-25,555-8246,574 Le Loi,Da Nang,Computer Science
Mai,Pham,mai.pham246,mai.pham246@student.sims.edu,,2001-02-01,555-8888,754 Hai Ba Trung,Ha Noi,Physics
Nam,Duong,nam.duong247,nam.duong247@student.sims.edu,,2002-12-23,555-9328,592 Nguyen Hue,Ho Chi Minh,Business
Quyen,Tran,quyen.tran248,quyen.tran248@student.sims.edu,,2001-02-02,555-6886,924 Le Loi,Da Nang,Mathematics
Ha,Ly,ha.ly249,ha.ly249@student.sims.edu,,2004-03-18,555-8203,907 Le Loi,Can Tho,Physics
Mai,Vu,mai.vu250,mai.vu250@student.sims.edu,,2005-10-12,555-3077,779 Hai Ba Trung,Hue,Physics
Lan,Le,lan.le251,lan.le251@student.sims.edu,,2002-05-12,555-7114,851 Hai Ba Trung,Hai Phong,Information Technology
Bao,Duong,bao.duong252,bao.duong252@student.sims.edu,,2004-06-14,555-6266,544 Hai Ba Trung,Hai Phong,Electronics
Chi,Hoang,chi.hoang253,chi.hoang253@student.sims.edu,,2005-01-19,555-8599,723 Hai Ba Trung,Ha Noi,Information Technology
Nga,Ngo,nga.ngo254,nga.ngo254@student.sims.edu,,2001-04-11,555-6321,593 Tran Phu,Hai Phong,Physics
Thao,Vo,thao.vo255,thao.vo255@student.sims.edu,,2004-12-09,555-7495,266 Hai Ba Trung,Nha Trang,Mathematics
Tam,Le,tam.le256,tam.le256@student.sims.edu,,2002-02-27,555-8385,294 Hai Ba Trung,Can Tho,Mathematics
Bao,Nguyen,bao.nguyen257,bao.nguyen257@student.sims.edu,,2002-12-10,555-1105,683 Le Loi,Ho Chi Minh,Mathematics
Nam,Vu,nam.vu258,nam.vu258@student.sims.edu,,2005-04-08,555-9376,187 Hai Ba Trung,Ha Noi,Mathematics
Binh,Duong,binh.duong259,binh.duong259@student.sims.edu,,2004-02-10,555-3818,916 Le Loi,Ha Noi,Business
Nga,Nguyen,nga.nguyen260,nga.nguyen260@student.sims.edu,,2005-12-05,555-8747,246 Hai Ba Trung,Da Nang,Physics
Lan,Bui,lan.bui261,lan.bui261@student.sims.edu,,2004-10-16,555-6291,383 Tran Phu,Nha Trang,Physics
Bao,Vo,bao.vo262,bao.vo262@student.sims.edu,,2001-05-07,555-4764,711 Hai Ba Trung,Nha Trang,Computer Science
Duc,Ly,duc.ly263,duc.ly263@student.sims.edu,,2001-02-28,555-3991,280 Nguyen Hue,Ho Chi Minh,Mathematics
Yen,Do,yen.do264,yen.do264@student.sims.edu,,2003-04-16,555-7284,70 Hai Ba Trung,Ho Chi Minh,Physics
Mai,Ho,mai.ho265,mai.ho265@student.sims.edu,,2005-05-21,555-4931,224 Tran Phu,Hue,Information Technology
Lan,Ly,lan.ly266,lan.ly266@student.sims.edu,,2002-05-18,555-1332,996 Le Loi,Nha Trang,Physics
Vy,Do,vy.do267,vy.do267@student.sims.edu,,2002-01-17,555-7315,15 Nguyen Hue,Hue,Information Technology
Bao,Tran,bao.tran268,bao.tran268@student.sims.edu,,2001-05-08,555-3274,501 Nguyen Hue,Ha Noi,Computer Science
Bao,Do,bao.do269,bao.do269@student.sims.edu,,2005-08-11,555-4155,43 Le Loi,Hai Phong,Computer Science
Trang,Hoang,trang.hoang270,trang.hoang270@student.sims.edu,,2004-02-28,555-3929,347 Le Loi,Hai Phong,Computer Science
Yen,Bui,yen.bui271,yen.bui271@student.sims.edu,,2003-09-12,555-6094,340 Hai Ba Trung,Hue,Mathematics
Quyen,Vo,quyen.vo272,quyen.vo272@student.sims.edu,,2001-04-02,555-8679,899 Nguyen Hue,Ho Chi Minh,Physics
Hung,Duong,hung.duong273,hung.duong273@student.sims.edu,,2002-08-25,555-1078,396 Tran Phu,Can Tho,Electronics
Hoa,Le,hoa.le274,hoa.le274@student.sims.edu,,2002-01-04,555-1299,686 Tran Phu,Nha Trang,Mathematics
An,Hoang,an.hoang275,an.hoang275@student.sims.edu,,2005-11-01,555-9601,140 Tran Phu,Hai Phong,Physics
Duc,Bui,duc.bui276,duc.bui276@student.sims.edu,,2001-06-12,555-4434,77 Hai Ba Trung,Ho Chi Minh,Information Technology
Son,Do,son.do277,son.do277@student.sims.edu,,2004-06-18,555-8640,277 Hai Ba Trung,Ha Noi,Business
Duc,Ho,duc.ho278,duc.ho278@student.sims.edu,,2004-10-02,555-7293,893 Tran Phu,Da Nang,Physics
Tam,Duong,tam.duong279,tam.duong279@student.sims.edu,,2005-01-07,555-3716,718 Le Loi,Nha Trang,Information Technology
Quang,Pham,quang.pham280,quang.pham280@student.sims.edu,,2001-08-06,555-1065,506 Le Loi,Hai Phong,Information Technology
Yen,Hoang,yen.hoang281,yen.hoang281@student.sims.edu,,2003-12-18,555-2009,511 Le Loi,Ho Chi Minh,Electronics
Ngoc,Ho,ngoc.ho282,ngoc.ho282@student.sims.edu,,2003-07-03,555-2423,347 Hai Ba Trung,Ho Chi Minh,Information Technology
Giang,Pham,giang.pham283,giang.pham283@student.sims.edu,,2001-10-28,555-1410,798 Nguyen Hue,Ho Chi Minh,Electronics
Dung,Dang,dung.dang284,dung.dang284@student.sims.edu,,2005-12-16,555-3060,110 Tran Phu,Da Nang,Computer Science
Linh,Le,linh.le285,linh.le285@student.sims.edu,,2003-09-13,555-3773,67 Tran Phu,Hai Phong,Information Technology
Chi,Dang,chi.dang286,chi.dang286@student.sims.edu,,2004-02-13,555-2044,141 Tran Phu,Nha Trang,Business
Ngoc,Huynh,ngoc.huynh287,ngoc.huynh287@student.sims.edu,,2001-06-27,555-7561,874 Nguyen Hue,Nha Trang,Physics
Binh,Nguyen,binh.nguyen288,binh.nguyen288@student.sims.edu,,2005-04-26,555-9298,93 Tran Phu,Ho Chi Minh,Mathematics
Mai,Huynh,mai.huynh289,mai.huynh289@student.sims.edu,,2002-01-24,555-1347,961 Hai Ba Trung,Nha Trang,Computer Science
Minh,Pham,minh.pham290,minh.pham290@student.sims.edu,,2005-09-13,555-1440,186 Le Loi,Da Nang,Electronics
Phong,Nguyen,phong.nguyen291,phong.nguyen291@student.sims.edu,,2003-11-14,555-9316,957 Nguyen Hue,Ho Chi Minh,Mathematics
Thao,Huynh,thao.huynh292,thao.huynh292@student.sims.edu,,2005-12-07,555-2184,583 Nguyen Hue,Ha Noi,Mathematics
Hai,Dang,hai.dang293,hai.dang293@student.sims.edu,,2001-06-19,555-9147,132 Nguyen Hue,Hai Phong,Mathematics
Binh,Vo,binh.vo294,binh.vo294@student.sims.edu,,2003-08-08,555-6144,741 Hai Ba Trung,Nha Trang,Electronics
Son,Hoang,son.hoang295,son.hoang295@student.sims.edu,,2004-01-22,555-4276,683 Tran Phu,Can Tho,Physics
Chi,Pham,chi.pham296,chi.pham296@student.sims.edu,,2003-06-23,555-5507,181 Hai Ba Trung,Da Nang,Business
Linh,Vo,linh.vo297,linh.vo297@student.sims.edu,,2005-10-17,555-2109,333 Hai Ba Trung,Hai Phong,Electronics
Phong,Duong,phong.duong298,phong.duong298@student.sims.edu,,2005-11-20,555-2744,561 Tran Phu,Nha Trang,Physics
Vy,Le,vy.le299,vy.le299@student.sims.edu,,2002-08-27,555-7788,997 Hai Ba Trung,Hai Phong,Information Technology
Hung,Huynh,hung.huynh300,hung.huynh300@student.sims.edu,,2005-06-12,555-3603,432 Tran Phu,Hue,Computer Science
Linh,Bui,linh.bui301,linh.bui301@student.sims.edu,,2001-03-11,555-1076,731 Nguyen Hue,Da Nang,Computer Science
Yen,Duong,yen.duong302,yen.duong302@student.sims.edu,,2004-06-10,555-7097,361 Hai Ba Trung,Can Tho,Physics
Vy,Ngo,vy.ngo303,vy.ngo303@student.sims.edu,,2004-12-03,555-6961,367 Le Loi,Ho Chi Minh,Electronics
Giang,Ngo,giang.ngo304,giang.ngo304@student.sims.edu,,2005-01-05,555-8699,858 Tran Phu,Da Nang,Information Technology
Tuan,Vu,tuan.vu305,tuan.vu305@student.sims.edu,,2005-04-20,555-1839,145 Tran Phu,Ha Noi,Electronics
Nam,Ho,nam.ho306,nam.ho306@student.sims.edu,,2003-05-08,555-3978,9 Le Loi,Ha Noi,Physics
Thu,Ho,thu.ho307,thu.ho307@student.sims.edu,,2005-09-05,555-1635,837 Nguyen Hue,Nha Trang,Mathematics
Bao,Vu,bao.vu308,bao.vu308@student.sims.edu,,2005-08-07,555-6311,4 Nguyen Hue,Can Tho,Information Technology
Duc,Duong,duc.duong309,duc.duong309@student.sims.edu,,2002-08-07,555-6655,269 Tran Phu,Hue,Electronics
Trang,Le,trang.le310,trang.le310@student.sims.edu,,2005-07-06,555-8780,324 Nguyen Hue,Hai Phong,Physics
Bao,Dang,bao.dang311,bao.dang311@student.sims.edu,,2004-05-17,555-6117,558 Tran Phu,Can Tho,Physics
Giang,Le,giang.le312,giang.le312@student.sims.edu,,2003-05-23,555-4668,369 Nguyen Hue,Hai Phong,Physics
Trang,Nguyen,trang.nguyen313,trang.nguyen313@student.sims.edu,,2003-11-06,555-5559,618 Nguyen Hue,Nha Trang,Business
Hoa,Vo,hoa.vo314,hoa.vo314@student.sims.edu,,2001-10-12,555-5944,515 Le Loi,Can Tho,Information Technology
Ngoc,Hoang,ngoc.hoang315,ngoc.hoang315@student.sims.edu,,2002-08-24,555-3482,733 Hai Ba Trung,Nha Trang,Information Technology
Hai,Le,hai.le316,hai.le316@student.sims.edu,,2001-04-13,555-6783,350 Tran Phu,Nha Trang,Information Technology
Chi,Ngo,chi.ngo317,chi.ngo317@student.sims.edu,,2005-01-26,555-6215,412 Nguyen Hue,Ha Noi,Physics
Duc,Huynh,duc.huynh318,duc.huynh318@student.sims.edu,,2005-04-13,555-3568,197 Hai Ba Trung,Nha Trang,Computer Science
Nam,Duong,nam.duong319,nam.duong319@student.sims.edu,,2003-04-16,555-5729,605 Tran Phu,Ho Chi Minh,Mathematics
Minh,Ly,minh.ly320,minh.ly320@student.sims.edu,,2003-03-07,555-4827,451 Tran Phu,Da Nang,Business
Tuan,Duong,tuan.duong321,tuan.duong321@student.sims.edu,,2003-11-20,555-8690,362 Hai Ba Trung,Hai Phong,Business
Hai,Vo,hai.vo322,hai.vo322@student.sims.edu,,2003-02-06,555-3355,190 Tran Phu,Ha Noi,Business
An,Duong,an.duong323,an.duong323@student.sims.edu,,2003-01-21,555-8849,850 Hai Ba Trung,Da Nang,Information Technology
Quyen,Pham,quyen.pham324,quyen.pham324@student.sims.edu,,2003-11-17,555-5570,61 Le Loi,Ho Chi Minh,Computer Science
Duc,Huynh,duc.huynh325,duc.huynh325@student.sims.edu,,2003-12-26,555-1156,942 Le Loi,Ho Chi Minh,Information Technology
Nga,Vu,nga.vu326,nga.vu326@student.sims.edu,,2003-07-14,555-8757,23 Le Loi,Can Tho,Computer Science
Bao,Nguyen,bao.nguyen327,bao.nguyen327@student.sims.edu,,2003-11-15,555-1338,210 Hai Ba Trung,Ha Noi,Physics
Vy,Ho,vy.ho328,vy.ho328@student.sims.edu,,2001-10-22,555-8705,875 Tran Phu,Ha Noi,Physics
Minh,Pham,minh.pham329,minh.pham329@student.sims.edu,,2001-11-12,555-7153,979 Tran Phu,Ha Noi,Business
Hoa,Vu,hoa.vu330,hoa.vu330@student.sims.edu,,2004-11-21,555-4554,433 Nguyen Hue,Da Nang,Business
An,Nguyen,an.nguyen331,an.nguyen331@student.sims.edu,,2005-09-28,555-6713,82 Hai Ba Trung,Can Tho,Business
Chi,Nguyen,chi.nguyen332,chi.nguyen332@student.sims.edu,,2004-06-12,555-7509,903 Nguyen Hue,Hue,Computer Science
Nga,Dang,nga.dang333,nga.dang333@student.sims.edu,,2003-01-07,555-8297,213 Tran Phu,Hue,Information Technology
Yen,Le,yen.le334,yen.le334@student.sims.edu,,2002-06-04,555-6860,11 Tran Phu,Da Nang,Electronics
Quang,Ly,quang.ly335,quang.ly335@student.sims.edu,,2005-08-02,555-4504,260 Le Loi,Hue,Electronics
Trang,Nguyen,trang.nguyen336,trang.nguyen336@student.sims.edu,,2004-11-28,555-1994,618 Tran Phu,Hue,Information Technology
Yen,Dang,yen.dang337,yen.dang337@student.sims.edu,,2004-12-13,555-8044,605 Nguyen Hue,Da Nang,Mathematics
An,Vu,an.vu338,an.vu338@student.sims.edu,,2004-12-12,555-3119,881 Nguyen Hue,Can Tho,Business
Hung,Ho,hung.ho339,hung.ho339@student.sims.edu,,2005-11-18,555-6757,122 Tran Phu,Da Nang,Physics
Thu,Pham,thu.pham340,thu.pham340@student.sims.edu,,2003-03-06,555-9360,842 Hai Ba Trung,Can Tho,Physics
Dung,Do,dung.do341,dung.do341@student.sims.edu,,2003-12-20,555-4292,510 Nguyen Hue,Hai Phong,Information Technology
Giang,Tran,giang.tran342,giang.tran342@student.sims.edu,,2005-05-13,555-5717,644 Tran Phu,Can Tho,Computer Science
Hung,Hoang,hung.hoang343,hung.hoang343@student.sims.edu,,2003-11-26,555-4528,66 Le Loi,Da Nang,Computer Science
Lan,Ngo,lan.ngo344,lan.ngo344@student.sims.edu,,2002-12-11,555-6566,9 Le Loi,Hai Phong,Computer Science
Khanh,Ngo,khanh.ngo345,khanh.ngo345@student.sims.edu,,2003-07-27,555-3740,49 Nguyen Hue,Hai Phong,Mathematics
Khanh,Ngo,khanh.ngo346,khanh.ngo346@student.sims.edu,,2004-09-27,555-1311,742 Nguyen Hue,Hai Phong,Business
Hoa,Do,hoa.do347,hoa.do347@student.sims.edu,,2004-07-23,555-3157,557 Nguyen Hue,Nha Trang,Physics
Thao,Duong,thao.duong348,thao.duong348@student.sims.edu,,2001-03-04,555-5727,794 Tran Phu,Hue,Electronics
Tam,Do,tam.do349,tam.do349@student.sims.edu,,2002-02-09,555-4406,187 Le Loi,Can Tho,Business
Quyen,Dang,quyen.dang350,quyen.dang350@student.sims.edu,,2001-09-19,555-9681,720 Nguyen Hue,Ho Chi Minh,Physics
Dung,Ngo,dung.ngo351,dung.ngo351@student.sims.edu,,2003-03-08,555-4649,132 Hai Ba Trung,Can Tho,Information Technology
Duc,Dang,duc.dang352,duc.dang352@student.sims.edu,,2004-12-25,555-1824,326 Hai Ba Trung,Nha Trang,Physics
Linh,Bui,linh.bui353,linh.bui353@student.sims.edu,,2005-03-09,555-9420,556 Nguyen Hue,Da Nang,Information Technology
Hoa,Bui,hoa.bui354,hoa.bui354@student.sims.edu,,2004-08-25,555-4050,720 Hai Ba Trung,Can Tho,Computer Science
Hung,Ho,hung.ho355,hung.ho355@student.sims.edu,,2001-11-04,555-4802,553 Hai Ba Trung,Da Nang,Mathematics
Vy,Bui,vy.bui356,vy.bui356@student.sims.edu,,2002-04-14,555-8982,961 Tran Phu,Da Nang,Business
Minh,Huynh,minh.huynh357,minh.huynh357@student.sims.edu,,2005-03-22,555-4144,498 Le Loi,Ha Noi,Electronics
Ngoc,Le,ngoc.le358,ngoc.le358@student.sims.edu,,2003-04-20,555-9120,860 Le Loi,Can Tho,Information Technology
Son,Tran,son.tran359,son.tran359@student.sims.edu,,2001-01-25,555-8697,394 Tran Phu,Da Nang,Computer Science
Hai,Bui,hai.bui360,hai.bui360@student.sims.edu,,2003-07-18,555-3824,426 Tran Phu,Ha Noi,Business
Lan,Vu,lan.vu361,lan.vu361@student.sims.edu,,2001-08-01,555-4742,431 Hai Ba Trung,Ho Chi Minh,Electronics
Ngoc,Bui,ngoc.bui362,ngoc.bui362@student.sims.edu,,2004-07-21,555-1062,56 Le Loi,Can Tho,Physics
Vy,Huynh,vy.huynh363,vy.huynh363@student.sims.edu,,2004-09-22,555-9446,721 Hai Ba Trung,Ho Chi Minh,Physics
Ngoc,Dang,ngoc.dang364,ngoc.dang364@student.sims.edu,,2003-02-16,555-4534,671 Hai Ba Trung,Can Tho,Business
Lan,Huynh,lan.huynh365,lan.huynh365@student.sims.edu,,2002-05-19,555-4588,302 Le Loi,Hue,Physics
Thu,Nguyen,thu.nguyen366,thu.nguyen366@student.sims.edu,,2001-09-02,555-4441,612 Hai Ba Trung,Da Nang,Information Technology
Lan,Tran,lan.tran367,lan.tran367@student.sims.edu,,2005-11-04,555-3036,499 Hai Ba Trung,Nha Trang,Information Technology
Phong,Ly,phong.ly368,phong.ly368@student.sims.edu,,2004-11-21,555-1856,432 Le Loi,Can Tho,Mathematics
Tam,Duong,tam.duong369,tam.duong369@student.sims.edu,,2004-08-15,555-6904,546 Hai Ba Trung,Ho Chi Minh,Computer Science
Lan,Huynh,lan.huynh370,lan.huynh370@student.sims.edu,,2001-02-17,555-1751,116 Hai Ba Trung,Da Nang,Computer Science
Tuan,Ngo,tuan.ngo371,tuan.ngo371@student.sims.edu,,2001-08-09,555-4181,960 Le Loi,Ho Chi Minh,Information Technology
Duc,Huynh,duc.huynh372,duc.huynh372@student.sims.edu,,2003-11-19,555-3026,969 Nguyen Hue,Hue,Mathematics
Binh,Nguyen,binh.nguyen373,binh.nguyen373@student.sims.edu,,2004-07-09,555-7644,204 Hai Ba Trung,Da Nang,Electronics
Chi,Pham,chi.pham374,chi.pham374@student.sims.edu,,2004-01-22,555-9622,64 Le Loi,Hai Phong,Computer Science
Duc,Duong,duc.duong375,duc.duong375@student.sims.edu,,2001-10-26,555-2316,25 Tran Phu,Da Nang,Information Technology
Dung,Ly,dung.ly376,dung.ly376@student.sims.edu,,2003-12-17,555-8760,308 Hai Ba Trung,Da Nang,Information Technology
Nga,Hoang,nga.hoang377,nga.hoang377@student.sims.edu,,2002-10-13,555-1063,572 Nguyen Hue,Da Nang,Mathematics
Quyen,Ho,quyen.ho378,quyen.ho378@student.sims.edu,,2001-12-06,555-1526,57 Le Loi,Da Nang,Mathematics
Nam,Ho,nam.ho379,nam.ho379@student.sims.edu,,2004-06-19,555-7416,977 Le Loi,Ho Chi Minh,Mathematics
Yen,Ho,yen.ho380,yen.ho380@student.sims.edu,,2004-05-23,555-5254,347 Le Loi,Can Tho,Information Technology
Phong,Ho,phong.ho381,phong.ho381@student.sims.edu,,2004-04-24,555-5740,775 Hai Ba Trung,Ha Noi,Information Technology
Quang,Tran,quang.tran382,quang.tran382@student.sims.edu,,2004-03-06,555-2403,691 Le Loi,Hai Phong,Physics
An,Le,an.le383,an.le383@student.sims.edu,,2002-12-07,555-7049,488 Hai Ba Trung,Ho Chi Minh,Business
Linh,Nguyen,linh.nguyen384,linh.nguyen384@student.sims.edu,,2005-02-13,555-1388,384 Nguyen Hue,Nha Trang,Electronics
Mai,Bui,mai.bui385,mai.bui385@student.sims.edu,,2004-07-16,555-6469,686 Le Loi,Hai Phong,Computer Science
Tam,Vu,tam.vu386,tam.vu386@student.sims.edu,,2004-03-15,555-5273,372 Tran Phu,Can Tho,Mathematics
Nga,Huynh,nga.huynh387,nga.huynh387@student.sims.edu,,2003-10-20,555-7245,813 Nguyen Hue,Da Nang,Information Technology
Tam,Huynh,tam.huynh388,tam.huynh388@student.sims.edu,,2004-06-11,555-2353,911 Tran Phu,Nha Trang,Mathematics
Son,Ho,son.ho389,son.ho389@student.sims.edu,,2005-07-14,555-5201,301 Hai Ba Trung,Da Nang,Physics
Tuan,Bui,tuan.bui390,tuan.bui390@student.sims.edu,,2001-12-05,555-4908,461 Le Loi,Hai Phong,Information Technology
Hai,Dang,hai.dang391,hai.dang391@student.sims.edu,,2005-08-08,555-1625,933 Tran Phu,Hai Phong,Physics
An,Nguyen,an.nguyen392,an.nguyen392@student.sims.edu,,2004-02-24,555-6270,11 Hai Ba Trung,Can Tho,Computer Science
Mai,Ho,mai.ho393,mai.ho393@student.sims.edu,,2004-06-10,555-1782,209 Le Loi,Can Tho,Business
Son,Ho,son.ho394,son.ho394@student.sims.edu,,2005-01-01,555-2422,815 Nguyen Hue,Can Tho,Information Technology
Linh,Hoang,linh.hoang395,linh.hoang395@student.sims.edu,,2003-10-20,555-1198,927 Hai Ba Trung,Ho Chi Minh,Business
Hung,Hoang,hung.hoang396,hung.hoang396@student.sims.edu,,2001-01-05,555-3674,880 Hai Ba Trung,Can Tho,Electronics
Giang,Dang,giang.dang397,giang.dang397@student.sims.edu,,2001-12-04,555-6926,505 Hai Ba Trung,Ho Chi Minh,Mathematics
Mai,Tran,mai.tran398,mai.tran398@student.sims.edu,,2003-12-08,555-2752,940 Nguyen Hue,Da Nang,Business
Hai,Le,hai.le399,hai.le399@student.sims.edu,,2005-02-23,555-2639,733 Nguyen Hue,Ha Noi,Computer Science
Binh,Do,binh.do400,binh.do400@student.sims.edu,,2002-06-12,555-1247,38 Hai Ba Trung,Nha Trang,Physics
Ha,Huynh,ha.huynh401,ha.huynh401@student.sims.edu,,2004-07-03,555-9763,699 Nguyen Hue,Nha Trang,Physics
Linh,Huynh,linh.huynh402,linh.huynh402@student.sims.edu,,2001-04-21,555-5231,895 Tran Phu,Nha Trang,Computer Science
An,Vo,an.vo403,an.vo403@student.sims.edu,,2002-09-01,555-2814,894 Nguyen Hue,Da Nang,Electronics
Son,Ho,son.ho404,son.ho404@student.sims.edu,,2005-05-25,555-4946,660 Hai Ba Trung,Nha Trang,Computer Science
Son,Ho,son.ho405,son.ho405@student.sims.edu,,2004-12-23,555-2129,170 Hai Ba Trung,Da Nang,Electronics
Thu,Dang,thu.dang406,thu.dang406@student.sims.edu,,2004-12-05,555-5205,333 Nguyen Hue,Hai Phong,Mathematics
Chi,Ngo,chi.ngo407,chi.ngo407@student.sims.edu,,2003-02-06,555-4252,779 Tran Phu,Ho Chi Minh,Information Technology
Nam,Vo,nam.vo408,nam.vo408@student.sims.edu,,2002-09-12,555-9870,390 Tran Phu,Ha Noi,Computer Science
Hai,Huynh,hai.huynh409,hai.huynh409@student.sims.edu,,2004-02-17,555-3683,978 Nguyen Hue,Nha Trang,Information Technology
Dung,Do,dung.do410,dung.do410@student.sims.edu,,2005-07-19,555-4757,2 Nguyen Hue,Ho Chi Minh,Computer Science
Ngoc,Tran,ngoc.tran411,ngoc.tran411@student.sims.edu,,2005-03-18,555-3274,769 Le Loi,Da Nang,Computer Science
Son,Pham,son.pham412,son.pham412@student.sims.edu,,2003-03-11,555-2755,923 Tran Phu,Nha Trang,Mathematics
Linh,Ly,linh.ly413,linh.ly413@student.sims.edu,,2003-09-02,555-8906,215 Nguyen Hue,Can Tho,Business
Yen,Hoang,yen.hoang414,yen.hoang414@student.sims.edu,,2002-02-21,555-9304,230 Tran Phu,Hue,Business
Ngoc,Vo,ngoc.vo415,ngoc.vo415@student.sims.edu,,2003-08-15,555-7781,67 Hai Ba Trung,Da Nang,Electronics
Mai,Duong,mai.duong416,mai.duong416@student.sims.edu,,2005-06-25,555-4452,427 Le Loi,Da Nang,Mathematics
Dung,Nguyen,dung.nguyen417,dung.nguyen417@student.sims.edu,,2005-01-04,555-1385,974 Tran Phu,Ha Noi,Mathematics
Tam,Duong,tam.duong418,tam.duong418@student.sims.edu,,2003-04-19,555-4051,324 Le Loi,Hai Phong,Computer Science
Khanh,Ngo,khanh.ngo419,khanh.ngo419@student.sims.edu,,2002-05-18,555-6865,453 Hai Ba Trung,Ho Chi Minh,Physics
Lan,Pham,lan.pham420,lan.pham420@student.sims.edu,,2004-05-14,555-7485,869 Le Loi,Can Tho,Physics
Tam,Duong,tam.duong421,tam.duong421@student.sims.edu,,2005-05-28,555-2739,879 Hai Ba Trung,Nha Trang,Mathematics
Mai,Tran,mai.tran422,mai.tran422@student.sims.edu,,2001-09-08,555-2633,166 Hai Ba Trung,Hue,Mathematics
Dung,Do,dung.do423,dung.do423@student.sims.edu,,2003-06-16,555-9138,333 Hai Ba Trung,Can Tho,Physics
